6.408599999999999852e-01,1.379999999999999933e-03,1.559999999999999972e-03,1.549999999999999946e-03,1.600000000000000077e-03,1.430000000000000064e-03,1.090000000000000040e-03,1.219999999999999947e-03
6.428099999999999925e-01,1.670000000000000043e-03,1.399999999999999986e-03,1.449999999999999900e-03,1.330000000000000019e-03,1.399999999999999986e-03,1.350000000000000071e-03,1.110000000000000092e-03
1.510000000000000057e-03,1.680000000000000070e-03,1.240000000000000000e-03,1.719999999999999958e-03,1.670000000000000043e-03,1.440000000000000091e-03,1.610000000000000103e-03,1.090000000000000040e-03
1.830000000000000029e-03,1.750000000000000036e-03,1.350000000000000071e-03,1.569999999999999998e-03,1.469999999999999953e-03,1.770000000000000089e-03,1.490000000000000005e-03,1.280000000000000105e-03
1.940000000000000101e-03,2.399999999999999790e-03,2.010000000000000068e-03,1.959999999999999937e-03,1.920000000000000049e-03,1.910000000000000022e-03,1.549999999999999946e-03,1.500000000000000031e-03
1.719999999999999958e-03,2.150000000000000001e-03,2.170000000000000054e-03,2.180000000000000080e-03,1.979999999999999989e-03,1.969999999999999963e-03,1.770000000000000089e-03,1.840000000000000056e-03
2.370000000000000145e-03,2.269999999999999882e-03,2.380000000000000171e-03,2.069999999999999792e-03,2.190000000000000106e-03,2.429999999999999868e-03,2.000000000000000042e-03,1.770000000000000089e-03
2.500000000000000052e-03,2.490000000000000026e-03,2.190000000000000106e-03,2.480000000000000000e-03,2.180000000000000080e-03,2.700000000000000143e-03,2.119999999999999923e-03,1.740000000000000010e-03
2.370000000000000145e-03,3.020000000000000115e-03,2.729999999999999788e-03,2.729999999999999788e-03,2.759999999999999867e-03,2.490000000000000026e-03,2.419999999999999842e-03,2.330000000000000040e-03
3.069999999999999812e-03,3.050000000000000194e-03,2.860000000000000129e-03,2.980000000000000010e-03,2.259999999999999856e-03,2.530000000000000131e-03,2.579999999999999828e-03,2.530000000000000131e-03
3.099999999999999891e-03,3.360000000000000139e-03,3.269999999999999903e-03,3.550000000000000204e-03,2.919999999999999853e-03,3.220000000000000206e-03,2.840000000000000076e-03,2.150000000000000001e-03
3.789999999999999966e-03,3.889999999999999795e-03,3.160000000000000048e-03,3.599999999999999901e-03,3.389999999999999784e-03,3.399999999999999811e-03,3.119999999999999944e-03,3.139999999999999996e-03
3.530000000000000152e-03,3.759999999999999887e-03,3.530000000000000152e-03,3.789999999999999966e-03,3.490000000000000047e-03,3.500000000000000073e-03,3.259999999999999877e-03,2.980000000000000010e-03
3.660000000000000059e-03,4.159999999999999636e-03,4.660000000000000080e-03,3.969999999999999571e-03,4.219999999999999793e-03,3.860000000000000150e-03,3.429999999999999889e-03,3.200000000000000153e-03
4.369999999999999753e-03,4.740000000000000289e-03,4.290000000000000410e-03,4.440000000000000370e-03,4.000000000000000083e-03,4.749999999999999882e-03,4.029999999999999728e-03,3.710000000000000190e-03
4.530000000000000172e-03,5.089999999999999906e-03,4.749999999999999882e-03,4.969999999999999592e-03,5.270000000000000379e-03,4.239999999999999845e-03,4.640000000000000027e-03,3.629999999999999980e-03
5.239999999999999866e-03,5.499999999999999681e-03,5.250000000000000326e-03,5.660000000000000100e-03,4.939999999999999947e-03,5.420000000000000338e-03,4.799999999999999580e-03,4.190000000000000148e-03
5.599999999999999943e-03,6.700000000000000226e-03,6.029999999999999770e-03,5.980000000000000072e-03,5.680000000000000153e-03,5.530000000000000193e-03,5.300000000000000024e-03,4.859999999999999737e-03
6.119999999999999572e-03,6.859999999999999779e-03,6.450000000000000004e-03,6.939999999999999988e-03,6.020000000000000177e-03,6.150000000000000085e-03,5.519999999999999733e-03,4.859999999999999737e-03
6.799999999999999621e-03,7.609999999999999577e-03,6.910000000000000343e-03,7.080000000000000356e-03,7.000000000000000146e-03,6.949999999999999581e-03,6.570000000000000319e-03,5.780000000000000415e-03
7.960000000000000062e-03,7.820000000000000562e-03,8.009999999999999759e-03,7.910000000000000364e-03,6.879999999999999831e-03,7.159999999999999698e-03,6.139999999999999625e-03,6.389999999999999847e-03
8.210000000000000284e-03,9.020000000000000240e-03,9.140000000000000555e-03,7.779999999999999589e-03,7.860000000000000667e-03,8.330000000000000598e-03,7.669999999999999735e-03,6.510000000000000162e-03
8.880000000000000740e-03,9.289999999999999647e-03,9.249999999999999542e-03,8.399999999999999481e-03,7.820000000000000562e-03,8.590000000000000413e-03,7.700000000000000247e-03,7.150000000000000105e-03
9.839999999999999789e-03,1.009000000000000001e-02,1.016000000000000063e-02,9.409999999999999962e-03,9.190000000000000252e-03,9.849999999999999381e-03,9.490000000000000172e-03,8.290000000000000493e-03
9.759999999999999579e-03,1.127000000000000050e-02,1.111000000000000008e-02,1.137999999999999949e-02,9.830000000000000196e-03,1.076000000000000047e-02,1.000000000000000021e-02,9.490000000000000172e-03
1.192000000000000004e-02,1.178000000000000054e-02,1.243999999999999967e-02,1.247000000000000018e-02,1.098999999999999977e-02,1.154999999999999950e-02,1.148000000000000062e-02,1.099999999999999936e-02
1.302000000000000032e-02,1.387999999999999998e-02,1.333999999999999943e-02,1.251999999999999988e-02,1.187000000000000034e-02,1.302999999999999992e-02,1.221999999999999996e-02,1.068999999999999985e-02
1.311000000000000013e-02,1.451999999999999992e-02,1.493000000000000056e-02,1.365000000000000067e-02,1.306000000000000043e-02,1.375999999999999966e-02,1.226000000000000006e-02,1.128000000000000010e-02
1.563000000000000153e-02,1.609000000000000014e-02,1.516999999999999946e-02,1.437000000000000083e-02,1.455000000000000043e-02,1.460999999999999972e-02,1.456999999999999962e-02,1.332000000000000024e-02
1.616000000000000075e-02,1.737000000000000002e-02,1.795000000000000068e-02,1.638999999999999832e-02,1.444999999999999930e-02,1.583000000000000032e-02,1.594999999999999890e-02,1.439999999999999961e-02
